speaker,utterance,emotion,annotation
Monica,I can't believe my parents are actually pressuring me to find one of you people.,surprise,0000041
Phoebe,"Oh, God, just do it!  Call her! Stop being so testosteroney!",non-neutral,0100202
Chandler,"Which, by the way, is the real San Francisco treat.  I got her machine.",neutral,3110000
Joey,Her answer machine?,neutral,3000020
Chandler,"No, interestingly enough her leaf blower picked up.",neutral,3100100
Phoebe,"So, uh, why didn't you say anything?",neutral,3000020
Chandler,"Oh, no-no-no-no. Last time I left a spontaneous message I ended up using the phrase ""Yes indeedy-o.""",disgust,1001003
Monica,"Look look! It's Rachel and Barry. No, don't everybody look at once!",surprise,0000050
Ross,"Okay, okay, what's going on?",neutral,3000020
Phoebe,"Okay, they're just talking...",neutral,4010000
Ross,"Yeah, well, does he look upset? Does he look like he was just told to shove anything?",neutral,3001010
Ross,"So, um, what do you do for a living?",neutral,5000000
Kristin,"Well, um, for the past few years I've been working.....which is funny because, that wasn't even my major.",neutral,5000000
Carol,Oh no. I thought you said they could shoot the spot without you.,neutral,4010000
Susan,I thought they could...I'll try to get back as soon as I can. I'm sorry.,sadness,2030000
Ross,Now that is funny.,neutral,4100000
Ross,"Hey, do you think...would it be too weird if I invited Carol over to join us?",neutral,5000000
Ross,"'Cause she's, she's alone now, and pregnant, and, and sad.",sadness,2030000
Kristin,I guess.,neutral,5000000
Ross,Are you sure? Great. Carol? Wanna come over and join us?,neutral,3200000
Carol,"Oh, no no no. I'm fine. I'm fine.",neutral,4000010
Ross,Come on.,neutral,5000000
Ross,These people'll scooch down.,neutral,5000000
Ross,"You guys'll scooch, won't you?",neutral,5000000
Ross,Let's try scooching!,joy,2300000
Ross,Come on.,neutral,5000000
Ross,Come on.,neutral,5000000
Ross,"Uh, Kristen Riggs, this is Carol Willick.",neutral,4100000
Ross,"Carol, Kristin.",neutral,5000000
Ross,"Uh, Carol teaches sixth grade.",neutral,5000000
Ross,"And, Kristin, Kristin......does something that, funnily enough, wasn't even her major!",non-neutral,1200020
Paul,Okay.,neutral,5000000
Rachel,All right.,neutral,5000000
Paul,When I was six years old.,neutral,4010000
Rachel,Hm-mmm.,neutral,5000000
Paul,I wanted a big wheel.,neutral,3020000
Paul,And instead my parents got me this little plastic chicken that you hop around on.,non-neutral,2020001
Paul,It was embarrassing; kids made fun of me.,sadness,0040100
Paul,That was a pretty tough year.,sadness,0050000
Rachel,Thats-thats great!,joy,0300020
Rachel,See?,neutral,3100010
Rachel,I already feel like I know you a little better!,joy,0500000
Rachel,Thank you.,joy,2300000
Rachel,"Okay, come on.",neutral,4100000
Rachel,Now we can go eat.,neutral,5000000
Rachel,Lets go.,neutral,5000000
Paul,It was horrible. They called me chicken boy.,sadness,0050000
Rachel,Oh!,surprise,1010030
Joey,"Will you pick one, just pick one! Here, how about that one?",anger,2000300
Chandler,That's patio furniture!,surprise,0000230
Joey,"So what, like people are gonna come in and think, ""Uh-oh, I'm outside again?"" Of course!",neutral,3000101
Chandler,What about the birds?,neutral,5000000
Joey,"I don't know, birds just don't say, ""Hello, sit here, eat something.""",neutral,4000001
Chandler,You pick one.,neutral,5000000
Joey,"All right, how about the ladybugs?",neutral,5000000
Chandler,"Oh, so, forget about the birds, but big red insects suggest fine dining!",non-neutral,2000111
Joey,"Fine, you want to get the birds, get the birds!",non-neutral,1000211
Chandler,"Not like that, I won't!  Kip would have liked the birds!",non-neutral,2000111
Joey,Bijan for men?,neutral,5000000
Joey,Bijan for men?,neutral,5000000
Joey,"Bijan for...   Hey, Annabelle, Uh, listen, I was wondering if maybe after work you and I could go maybe grab a cup of coffee.",neutral,4100000
Annabelle,"Oh, actually I sorta have plans.",neutral,5000000
Hombre Man,"Ready, Annabelle?",neutral,5000000
Annabelle,You bet.  Maybe some other time?,neutral,5000000
Joey,"Hey, it's not the first time I lost a girl to a cowboy spraying cologne.  Bijan for men?  Bijan for men?!",sadness,1030100
Chandler,That was amazing!,joy,0400010
Monica,Phoebe and Gary are,neutral,5000000
Chandler,That was amazing.,joy,2300000
Monica,We are the hottest! Huh?,joy,1301000
Chandler,"No, you're the best.",neutral,3200000
Monica,"No, you're the best.",neutral,3200000
Chandler,"No, you're the best.",neutral,3200000
Monica,I,neutral,5000000
Joey,Hey guys!  What 'cha been doin'?,neutral,4100000
Monica,Hey Joey! Isn't that the girl that waved at you the other day?,neutral,3000020
Joey,How you doin'?,neutral,5000000
Joey,So what are you gonna do?,neutral,4001000
Ross,"What can I do? One person wants to break-up, you break-up.",sadness,1030100
Chandler,"Hey, no way! Come on, this is you guys, call her and work it out.",non-neutral,2010110
Ross,"Oh come on, we just had this huge fight, all right, dont I have to wait a while?",non-neutral,1011020
Chandler,"Hey, this isnt like swimming after you eat, pick up the phone!!",non-neutral,2000201
Chandler,Y'know that whole swimming thing is a myth.,neutral,5000000
Joey,"Yeah, tell that to my Uncle Lenny.",neutral,5000000
Chandler,Why? What happened to him?,neutral,3000020
Joey,"Nothing, hes just really believes in that.",neutral,5000000
Dr. Zane,It looks like your uterus is ready for implantation.,neutral,4100000
Phoebe,Oh! I knew it! I knew it! I felt really thick this morning.,joy,0400010
Frank,"Well, okay, so whats nowgo get, go get the eggs, put em in there.",neutral,4001000
Dr. Zane,"Okay, itll take just a little while to prepare the embryos.",neutral,5000000
Phoebe,"Embryossss? As in, ""More than one?""",surprise,0000050
Dr. Zane,"Um-hmm, five actually.",neutral,5000000
Phoebe,"Five? Okay, where am I giving birth, a hospital or a big box under the stairs?",neutral,3001010
Dr. Zane,We do five because that gives you a 25% chance that at least one will attach.,neutral,5000000
Phoebe,Thats it! 25 percent? That means thats its like 75 percent chance of no baby at all!,surprise,0000140
Frank,"Hey, yknow I was thinking, what are the odds like if-if, if you stuff like 200 of them in there?",neutral,5000000
Alice,"Sweety, now, shes a woman, not a gumball machine.",neutral,4000001
Phoebe,"Okay, well yknow what, dont worry you guys, cause Im-Im gonna do this as many times as it takes to get it right.",neutral,5000000
Frank,"Well, you see, the-the thing is, we-we only got, we kinda have one shot to make it right.",neutral,5000000
Alice,"Umm, it costs $16,000 each time you do this.",neutral,4001000
Alice,"So, umm, were kinda using all the money we have to do it just this one time.",neutral,4001000
Phoebe,"Whoa!! Thatokay, thats a",non-neutral,2001020
Dr. Zane,"No, Im sorry.",neutral,3020000
Phoebe,Wow! You guys really dont know anything!,surprise,0000131
Frank,I know! Why dont you get drunk! That worked for a lot of girls in my high school.,non-neutral,2100011
Monica,Sorry. So hows it going with Joey?,neutral,4010000
Chandler,Oh just great.,neutral,4000001
Chandler,He beeps me now with codes.,neutral,4000001
Chandler,"One is, ""Bring me food.""",neutral,4000001
Chandler,"Two is, ""Im with a girl, bring us food.""",neutral,4000001
Chandler,"Three is, ""Im lost and I cant find food.""",neutral,4000001
Joey,"Hey! Is uh, is she gonna be all right?",non-neutral,1101020
Monica,Yeah! Shes right in there!,joy,2300000
Joey,"Oh great.   Hey! Go take off those pants, they look ready!",joy,1400000
Joey,Hey!,neutral,3200000
Monica,Hey!,neutral,3200000
Joey,You guys got anything to eat? I just went down to Johnos for some chicken and it was closed!,surprise,0010040
Phoebe,"Oh, I took Larry there to eat but it was all violated. So we shut it down!",disgust,1000004
Joey,"Pheebs, if this guy keeps closing down all of our favorite places, where are we gonna eat?!",non-neutral,0012020
Monica,"I don't know, clean places?",neutral,3000011
Joey,"Umm, yum!",neutral,3200000
Monica,It's Danny.,neutral,5000000
Rachel,Don't let him in! I'm supposed to be at a regatta gala.,fear,0004100
Monica,We'll be right there!  Can't you just say it starts later?,non-neutral,2000021
Rachel,What? What kind of a regatta gala starts at night?!,surprise,0000050
Monica,The fake kind!,non-neutral,2100110
Danny,"Hey, hi, I need a ladle. You got a ladle?",neutral,4000010
Monica,We have a ladle.,neutral,5000000
Danny,"Thanks, see you at the party.",neutral,3200000
Monica,"Okay, great!",joy,1400000
Phoebe,"Hey, guys, you know what Larry would say? He would say, ""See you ladle.""",neutral,3200000
Monica,You're so efficient. I love you!,joy,0500000
Chandler,Let's go!,joy,1300010
Monica,No-no-no! We need something old!,non-neutral,1201010
Chandler,"Ohh, great, I have condom in my wallet I've had since I was twelve.",non-neutral,2210000
Monica,That'll work!,joy,0400010
Chandler,I don't think so.,neutral,3011000
Monica,"Okay, now we just need something borrowed!",joy,1300010
Chandler,Here justtake this.,neutral,3200000
Monica,That's stealing!,non-neutral,0001022
Chandler,"No, we'll-we'll bring it back! Just put it under your dress.",neutral,3100010
Monica,Ohh.,non-neutral,2100020
Chandler,"Okay, one thing at a time.",neutral,4100000
Barry,Sorry about that. So. What have you been up to?,neutral,4010000
Rachel,"Oh, not much. I-I got a job.",joy,2300000
Barry,"Oh, that's great.",joy,0500000
Rachel,Why are- why are you so tanned?,surprise,2000030
Barry,"Oh, I, uh- I went to Aruba.",neutral,3200000
Monica,Noooo!  I'm lying. I am so drunk.,joy,1300010
Rachel,"Oh God, oh.",non-neutral,1100012
Rachel,"Great, Monica, y'know what, you could've called, I have been up here, I've been worried...",sadness,0031100
Rachel,Monica? Monica!,non-neutral,0102110
Monica,Water rules!,joy,0500000
Rachel,"Yes, yes, it does. Okay, look, the restaurant called, they wanna know if you're gonna be showing up for work?",neutral,3000101
Monica,Nope. Going to the,neutral,5000000
Rachel,"Okay Monica, what are you doing? You're gonna lose your job! This is not you!",non-neutral,0011210
Monica,"No, it is me!",joy,0400100
Monica,"Y'know, I'm not just the person who needs to fluff the pillows and pay the bills as soon as they come in!",anger,2000300
Monica,"Y'know, when I'm with her, I am so much more than that.",non-neutral,2100200
Monica,I'm- I'm Monana!,joy,2300000
Rachel,"Hello? Yes, she is, hold on a second, please. Monana, it's for you, the credit card people.",neutral,4100000
Monica,Helloooo? Yeah. Oh my God. Thanks.,joy,0300020
Rachel,What?,neutral,3100010
Monica,They've arrested Monica.,non-neutral,1020020
Joey,Note the painterly lines    and subtle impasto on this canvas. Monet painted quickly and usually outdoors    as his elusive subject was light itself.,neutral,5000000
Ross,"Now, do you have any idea what you just said?",neutral,3000020
Joey,"No, no, my mouth    says the words, my brain is thinking monster trucks!",neutral,3101000
Ross,"Ok now, remember, when you get to the museum, Monet is not spelt    M-O-N-A-Y.",neutral,4100000
Ross,I just...,neutral,5000000
Ross,I wrote that out phonetically for you.,neutral,5000000
Joey,Phonetically?,neutral,3000020
Ross,"Yeah, yeah that means... you know? We just... we don't have time    for this.",neutral,4010000
Joey,Ok.,neutral,5000000
Ross,"Ok, but you know what? I gotta say, I'm really impressed that    you were able to memorize all this so quickly!",surprise,0000050
Joey,"Ah! I'm an actor! I can memorize anything! Last week on ""Days""    I had to say ""Frontal temporal zygomatic craniotomy"".",non-neutral,1200020
Ross,Wow. What does,surprise,1000040
Joey,No idea!,non-neutral,2200010
Joey,"But the guy I said it to dies in the next scene so I    guess it means ""you're gonna get eaten by a bear"".",non-neutral,1010021
Ross,Ok! So let's move on to the Renaissance?,neutral,3100010
Joey,"Ok, Caravaggio uses chiaroscuro here to highlight the anguish    of the central figure. Touch it, it's really bumpy! .",neutral,4000010
Ross,"Nah ah! Nah ah!  No no no! No ad-libbing    and dude, you can't",non-neutral,0000221
Joey,Come on! you...,neutral,3000200
Ross,No!,anger,0000500
Ross,Oh.  Oh-oh.,neutral,3101000
Rachel,Hey!  What happened to you? Why didnt you come up?,surprise,0000050
Ross,Done!,joy,1300010
Rachel,You just finished?,non-neutral,1100021
Ross,"Well, I wanted to be thorough.",neutral,3101000
Ross,"I mean this-this is clearly very, very important to you, to us!",non-neutral,1201010
Ross,"And so I wanted to read every word carefully, twice!",non-neutral,1202000
Rachel,"So umm, does it?",neutral,3002000
Ross,Im sorry.,sadness,1040000
Rachel,Does it?,fear,2003000
Ross,"Does it? Does it? Yeah, I wanted to give that whole Does it? part just another glance.",neutral,4001000
Rachel,"What are you talking about, Ross, you just said that you read it twice!",anger,0000410
Rachel,"Look, y'know what, either it does or it doesnt, and if you have to even",anger,0000302
Ross,"No, Rach, no. I dont, I dont, I dont",neutral,3020000
Rachel,Are you sure?,non-neutral,0102200
Ross,"Oh, sure! Im sure.",non-neutral,2200010
Rachel,I know.,neutral,3100001
Russell,You got married again.,neutral,4000010
Ross,Yes.,neutral,5000000
Russell,So thats your second marriage in two years.,neutral,3000020
Ross,"Yes, second in two years. Third overall.",neutral,5000000
Russell,"Ross, I have been a divorce attorney for 23 years and never had I so much business from one client.",neutral,3000011
Russell,Why dont you tell me what happened.,neutral,5000000
Ross,"Basically, Rachel and I were in Vegas and we got drunk",neutral,5000000
Russell,"Im sorry, is this the same Rachel whos name you said at the altar in the second marriage?",surprise,1000031
Ross,"Yes-yes-yes! But, I-I do",non-neutral,1111010
